Name,Type,Category,Country,lat,lon,geocode,Département
Complexe Médico Maison de la Santé,node,hospital,HT,18.5960619,-72.2376103,"18.5960619 , -72.2376103",Ouest
unknown name,node,hospital,HT,18.2477655,-72.5224,"18.2477655 , -72.5224",Sud-Est
dispensaire de trou sable,node,hospital,HT,19.4382717,-72.6802723,"19.4382717 , -72.6802723",Artibonite
unknown name,node,hospital,HT,18.4953141,-72.5861589,"18.4953141 , -72.5861589",Ouest
CENTRE SANTE DE LA FONDATION DES L'ESPLOIR,node,hospital,HT,18.7157465,-72.3561794,"18.7157465 , -72.3561794",Ouest
dispensaire de bellevue,node,hospital,HT,18.194489,-72.571392,"18.194489 , -72.571392",Sud-Est
lopital kominotè kay jakmèl,node,hospital,HT,18.2307265,-72.3973611,"18.2307265 , -72.3973611",Sud-Est
unknown name,node,hospital,HT,18.5246114,-72.6165431,"18.5246114 , -72.6165431",Ouest
hopital raboto,node,hospital,HT,19.4429736,-72.6953747,"19.4429736 , -72.6953747",Artibonite
Centre de sante de source Matelas,node,hospital,HT,18.7137843,-72.377297,"18.7137843 , -72.377297",Ouest
dispensaire de la mission lutherienne de la foi,node,hospital,HT,19.4383468,-72.6770337,"19.4383468 , -72.6770337",Artibonite
unknown name,node,hospital,HT,18.2422124,-72.398874,"18.2422124 , -72.398874",Sud-Est
Centre de sante Pasdec,node,hospital,HT,18.6326165,-72.250373,"18.6326165 , -72.250373",Ouest
clinique medicale de la retraite,node,hospital,HT,18.6182725,-72.2461555,"18.6182725 , -72.2461555",Ouest
Abrit hopital michel benette,node,hospital,HT,18.6358665,-72.2689453,"18.6358665 , -72.2689453",Ouest
centre de sante st jude,node,hospital,HT,18.5068655,-72.3620646,"18.5068655 , -72.3620646",Ouest
Centre Medico Social (sante pep),node,hospital,HT,18.5782161,-72.2307148,"18.5782161 , -72.2307148",Ouest
Oge Rosette Laventure,node,hospital,HT,18.577853,-72.2276973,"18.577853 , -72.2276973",Ouest
clinique notre dame du rosaire,node,hospital,HT,18.5790568,-72.2268452,"18.5790568 , -72.2268452",Ouest
CENTRE DE SANTE DE THOMAN,node,hospital,HT,18.4524545,-71.9430065,"18.4524545 , -71.9430065",Ouest
centre de sante communautaire de source chaude,node,hospital,HT,19.6363979,-72.9164269,"19.6363979 , -72.9164269",Artibonite
dispensaire de figuier,node,hospital,HT,19.6021029,-72.890072,"19.6021029 , -72.890072",Artibonite
Clinique Scolaire Bon Samaritain de Tenter,node,hospital,HT,19.7188574,-72.9463584,"19.7188574 , -72.9463584",Artibonite
Agent de Sante Mauviles Maurisier,node,hospital,HT,19.7261541,-72.9675979,"19.7261541 , -72.9675979",Artibonite
Dispensaire de Tenter,node,hospital,HT,19.7180248,-72.9443767,"19.7180248 , -72.9443767",Artibonite
Agent Paulonne Dorvilus,node,hospital,HT,19.7453274,-73.0188705,"19.7453274 , -73.0188705",Nord-Ouest
Dispensaire de l'Arbre,node,hospital,HT,19.6668498,-73.0219486,"19.6668498 , -73.0219486",Artibonite
agent jean claude pierre,node,hospital,HT,19.717025,-72.917942,"19.717025 , -72.917942",Artibonite
centre de sante st vincent de Paul,node,hospital,HT,18.6540839,-71.8705737,"18.6540839 , -71.8705737",Ouest
Centre de Traitement du Choléra,node,hospital,HT,18.526548,-72.3434024,"18.526548 , -72.3434024",Ouest
Hôpital du Canapé-Vert,node,hospital,HT,18.5336172,-72.3165851,"18.5336172 , -72.3165851",Ouest
centre medical emmanuel,node,hospital,HT,18.2423453,-72.3984301,"18.2423453 , -72.3984301",Sud-Est
Avsi centre nutrition,node,hospital,HT,18.5811873,-72.3329248,"18.5811873 , -72.3329248",Ouest
Hôpital Claire-Heureuse de Marchand Dessalines,node,hospital,HT,19.2632698,-72.5163075,"19.2632698 , -72.5163075",Artibonite
Hôpital Sainte Thérèse de Hinche,node,hospital,HT,19.1378753,-72.0148748,"19.1378753 , -72.0148748",Centre
Hopital Saint Charles,node,hospital,HT,18.6358932,-74.1862134,"18.6358932 , -74.1862134",Grande'Anse
Centre de Santé de Debauche,node,hospital,HT,18.3077809,-74.2193116,"18.3077809 , -74.2193116",Sud
CTC de l'hospital de Lumiere,node,hospital,HT,18.3937954,-73.6120123,"18.3937954 , -73.6120123",Sud
unknown name,node,hospital,HT,19.8436906,-72.5232594,"19.8436906 , -72.5232594",Nord
AVSI,node,hospital,HT,18.5779946,-72.3297564,"18.5779946 , -72.3297564",Ouest
Hopital Eben-Ezer dejonc,node,hospital,HT,19.4374032,-72.635308,"19.4374032 , -72.635308",Artibonite
Cloud Forest Medical Clinic,node,hospital,HT,18.3146701,-72.227138,"18.3146701 , -72.227138",Sud-Est
Dispensaire de Seguin,node,hospital,HT,18.3163629,-72.2387857,"18.3163629 , -72.2387857",Sud-Est
unknown name,node,hospital,HT,18.5296946,-72.3620036,"18.5296946 , -72.3620036",Ouest
Hopital Sainte Marie Etoile de Mer,node,hospital,HT,18.5836941,-72.3384025,"18.5836941 , -72.3384025",Ouest
Clinique Hopital le Messi,node,hospital,HT,18.5390682,-72.3390688,"18.5390682 , -72.3390688",Ouest
Médecins Sans Frontières,node,hospital,HT,18.5309949,-72.3625682,"18.5309949 , -72.3625682",Ouest
Haiti Clinique,node,hospital,HT,18.572662,-72.3297462,"18.572662 , -72.3297462",Ouest
Centre Médical Michael Bendiovani,node,hospital,HT,18.5728838,-72.331158,"18.5728838 , -72.331158",Ouest
unknown name,node,hospital,HT,18.5724072,-72.3252066,"18.5724072 , -72.3252066",Ouest
unknown name,node,hospital,HT,18.2086605,-73.8631748,"18.2086605 , -73.8631748",Sud
unknown name,node,hospital,HT,18.2166638,-73.8703967,"18.2166638 , -73.8703967",Sud
unknown name,node,hospital,HT,18.3288818,-73.8525892,"18.3288818 , -73.8525892",Sud
Clinique medicale Dash,node,hospital,HT,18.5724072,-72.3252066,"18.5724072 , -72.3252066",Ouest
Clinique tann pou tann,node,hospital,HT,18.6041124,-72.3312527,"18.6041124 , -72.3312527",Ouest
Point de Conseil Nutrition pour Bébé (PNCB),node,hospital,HT,18.5993767,-72.3341154,"18.5993767 , -72.3341154",Ouest
Hopital Dioliva,node,hospital,HT,19.1072537,-72.6980644,"19.1072537 , -72.6980644",Artibonite
Centre Medicale Lascierie,node,hospital,HT,19.1114799,-72.6977932,"19.1114799 , -72.6977932",Artibonite
Kay Sante Pa w,node,hospital,HT,19.118567,-72.6907226,"19.118567 , -72.6907226",Artibonite
Centre de Sante de Petit-Bois,node,hospital,HT,19.1035499,-72.6989202,"19.1035499 , -72.6989202",Artibonite
La Maison d'Hypocrate,node,hospital,HT,19.104907,-72.6971553,"19.104907 , -72.6971553",Artibonite
J/P Haitian Relief Organization Klinik Ijans,node,hospital,HT,18.5402844,-72.3006445,"18.5402844 , -72.3006445",Ouest
unknown name,node,hospital,HT,19.1009685,-72.6834137,"19.1009685 , -72.6834137",Artibonite
Lanp Pou Ayiti (Lamp for Haiti),node,hospital,HT,18.5850463,-72.3294783,"18.5850463 , -72.3294783",Ouest
Hopital Rama,node,hospital,HT,19.1186302,-72.6967208,"19.1186302 , -72.6967208",Artibonite
INSTITUTION Medical Chuirgical,node,hospital,HT,18.197155,-73.7505564,"18.197155 , -73.7505564",Sud
Clinique Médicale,node,hospital,HT,18.1960118,-73.7540364,"18.1960118 , -73.7540364",Sud
Laboratoire médico-légal,node,hospital,HT,18.1940571,-73.7490897,"18.1940571 , -73.7490897",Sud
Centre de Santé Siméon,node,hospital,HT,18.2023579,-73.7616591,"18.2023579 , -73.7616591",Sud
Centre de sante Bel Kay,node,hospital,HT,18.1956223,-73.7580722,"18.1956223 , -73.7580722",Sud
Fanmmiy Clinique médico-chirurgicale,node,hospital,HT,18.1943615,-73.7484412,"18.1943615 , -73.7484412",Sud
Complexe médico-légal du sud,node,hospital,HT,18.1940877,-73.751465,"18.1940877 , -73.751465",Sud
Clinque de la vision,node,hospital,HT,18.1937248,-73.7487301,"18.1937248 , -73.7487301",Sud
CITY MED,node,hospital,HT,18.1920777,-73.7524688,"18.1920777 , -73.7524688",Sud
I.O. Brenda,node,hospital,HT,18.1948753,-73.7577349,"18.1948753 , -73.7577349",Sud
unknown name,node,hospital,HT,18.197048,-73.7498334,"18.197048 , -73.7498334",Sud
Clinique Medical Docteur Auguste,node,hospital,HT,19.10295,-72.7004068,"19.10295 , -72.7004068",Artibonite
Dispensaire St-Laurent,node,hospital,HT,19.0938701,-72.6553399,"19.0938701 , -72.6553399",Artibonite
Nucu Lab,node,hospital,HT,18.1954145,-73.7462119,"18.1954145 , -73.7462119",Sud
J.C Foundation Diabetics,node,hospital,HT,18.1956999,-73.7453729,"18.1956999 , -73.7453729",Sud
Clinique Marianne Marseille,node,hospital,HT,18.8350137,-72.1013978,"18.8350137 , -72.1013978",Centre
Clinique anti-tuberculose,node,hospital,HT,18.834414,-72.0995756,"18.834414 , -72.0995756",Centre
Sant Dyagnostik Entegral Mibalè,node,hospital,HT,18.8368301,-72.1135736,"18.8368301 , -72.1135736",Centre
ODECOM,node,hospital,HT,18.8276971,-72.1065568,"18.8276971 , -72.1065568",Centre
Pharmacie Joradana,node,hospital,HT,19.1109272,-72.699513,"19.1109272 , -72.699513",Artibonite
Clinique médicale L'eternel est ma lumiere,node,hospital,HT,19.0981774,-72.6969524,"19.0981774 , -72.6969524",Artibonite
Dispensaire Sainte Claire,node,hospital,HT,18.1911288,-73.7482583,"18.1911288 , -73.7482583",Sud
Centale De Sante De Clanard,node,hospital,HT,18.3455898,-73.6967358,"18.3455898 , -73.6967358",Sud
Dispensaire Notre Dame De Gros Marin,node,hospital,HT,18.3612654,-73.6268298,"18.3612654 , -73.6268298",Sud
unknown name,node,hospital,HT,18.9883586,-72.7339936,"18.9883586 , -72.7339936",Artibonite
unknown name,node,hospital,HT,19.1161072,-72.6965157,"19.1161072 , -72.6965157",Artibonite
Clinique Docteur Roger Larose,node,hospital,HT,19.1113941,-72.6978576,"19.1113941 , -72.6978576",Artibonite
Clinique d'Eusculape Docteur Yfto Mayette,node,hospital,HT,19.1121007,-72.6990733,"19.1121007 , -72.6990733",Artibonite
Clinique Altagras,node,hospital,HT,19.1134563,-72.6982538,"19.1134563 , -72.6982538",Artibonite
Fondation Esther Baucicault Stanislas (FEBS),node,hospital,HT,19.1076886,-72.6441178,"19.1076886 , -72.6441178",Artibonite
unknown name,node,hospital,HT,19.1123738,-72.7002742,"19.1123738 , -72.7002742",Artibonite
unknown name,node,hospital,HT,18.9970307,-72.7378532,"18.9970307 , -72.7378532",Artibonite
Ophtalmologique,node,hospital,HT,19.1110805,-72.6962355,"19.1110805 , -72.6962355",Artibonite
Centre de sante Saint-Michel,node,hospital,HT,19.0669353,-72.6151821,"19.0669353 , -72.6151821",Artibonite
Croix Rouge Hatienne,node,hospital,HT,18.8153261,-72.1987133,"18.8153261 , -72.1987133",Centre
Centre de Sante St-Guillaume,node,hospital,HT,18.9138663,-72.316347,"18.9138663 , -72.316347",Artibonite
unknown name,node,hospital,HT,18.9474151,-72.7106964,"18.9474151 , -72.7106964",Artibonite
Sant Dygno Tik Entegral Aken,node,hospital,HT,18.2812736,-73.397616,"18.2812736 , -73.397616",Sud
Centre de Sante St Michel,node,hospital,HT,18.9191935,-72.1403686,"18.9191935 , -72.1403686",Centre
Clinique Médicale St Pierre,node,hospital,HT,18.7698539,-72.5131704,"18.7698539 , -72.5131704",Ouest
Croix Rouge Haitienne,node,hospital,HT,18.7718767,-72.510611,"18.7718767 , -72.510611",Ouest
Croix Rouge Haitienne,node,hospital,HT,18.774319,-72.5167078,"18.774319 , -72.5167078",Ouest
Centre Medical Grann Guitonn,node,hospital,HT,18.7839936,-72.5302087,"18.7839936 , -72.5302087",Ouest
Clinique Exuline Laguèrre,node,hospital,HT,18.8341918,-72.5703193,"18.8341918 , -72.5703193",Ouest
Mission Matana,node,hospital,HT,18.8135073,-72.5016918,"18.8135073 , -72.5016918",Ouest
Dispensaire communautaire de Jeanton ATSBA,node,hospital,HT,19.0756251,-72.7087803,"19.0756251 , -72.7087803",Artibonite
unknown name,node,hospital,HT,18.9588993,-72.7163225,"18.9588993 , -72.7163225",Artibonite
Sanatorium des Cayes,node,hospital,HT,18.1999587,-73.7499367,"18.1999587 , -73.7499367",Sud
George's Clinic,node,hospital,HT,18.2991094,-73.3547166,"18.2991094 , -73.3547166",Sud
Dispensaire Men Ansanm,node,hospital,HT,18.3170984,-73.3779125,"18.3170984 , -73.3779125",Sud
unknown name,node,hospital,HT,18.947358,-72.7103721,"18.947358 , -72.7103721",Artibonite
Dispensaire Saint Joseph Pemerle,node,hospital,HT,18.3630429,-73.1887943,"18.3630429 , -73.1887943",Nippes
Centre de Santé Madame Bernard,node,hospital,HT,18.0833329,-73.6541915,"18.0833329 , -73.6541915",Sud
Saint Antoine,node,hospital,HT,18.0543642,-73.7928254,"18.0543642 , -73.7928254",Sud
Dispensaire,node,hospital,HT,19.2530225,-72.7343684,"19.2530225 , -72.7343684",Artibonite
unknown name,node,hospital,HT,19.2426812,-72.6947318,"19.2426812 , -72.6947318",Artibonite
unknown name,node,hospital,HT,19.2297334,-72.6708342,"19.2297334 , -72.6708342",Artibonite
Clinque Dentaire,node,hospital,HT,19.4658904,-72.6769005,"19.4658904 , -72.6769005",Artibonite
Dispensaire du Docteur Durand,node,hospital,HT,19.136368,-72.6728866,"19.136368 , -72.6728866",Artibonite
Dispensaire de Bertan,node,hospital,HT,19.1652454,-72.6361896,"19.1652454 , -72.6361896",Artibonite
Dispensaire Comunautaire de Gervet,node,hospital,HT,19.2377785,-72.7189706,"19.2377785 , -72.7189706",Artibonite
unknown name,node,hospital,HT,18.1081066,-73.7007778,"18.1081066 , -73.7007778",Sud
unknown name,node,hospital,HT,19.0959084,-72.6642316,"19.0959084 , -72.6642316",Artibonite
unknown name,node,hospital,HT,18.8926295,-71.8385265,"18.8926295 , -71.8385265",Centre
Lambert Santé,node,hospital,HT,18.5160456,-72.2899941,"18.5160456 , -72.2899941",Ouest
Hopital de la Nativite,node,hospital,HT,18.8674716,-71.7619116,"18.8674716 , -71.7619116",Centre
Dispensair Bas Lavoute,node,hospital,HT,18.2812453,-72.5368277,"18.2812453 , -72.5368277",Sud-Est
Dispansè komotè de ravin dè Roch,node,hospital,HT,19.7039889,-72.4167714,"19.7039889 , -72.4167714",Nord
unknown name,node,hospital,HT,18.5469766,-72.3126774,"18.5469766 , -72.3126774",Ouest
Hopital Autrichien Haitien,node,hospital,HT,19.9344955,-72.7304807,"19.9344955 , -72.7304807",Nord-Ouest
Hôpital Bernard Mevs,node,hospital,HT,18.5616989,-72.3188335,"18.5616989 , -72.3188335",Ouest
Medecin Sans Frontiere MSF,node,hospital,HT,18.5911393,-72.3184909,"18.5911393 , -72.3184909",Ouest
Dispensaire Notre Dame de la Présentation,node,hospital,HT,19.1415621,-71.9399952,"19.1415621 , -71.9399952",Centre
Centre de Santé de Limonade,node,hospital,HT,19.669516,-72.1261064,"19.669516 , -72.1261064",Nord
Centre de Santé de Quartier Morin,node,hospital,HT,19.6977428,-72.1575781,"19.6977428 , -72.1575781",Nord
unknown name,node,hospital,HT,19.6910825,-72.015421,"19.6910825 , -72.015421",Nord-Est
Centre de Sante Communautaire,node,hospital,HT,19.7303789,-72.1884315,"19.7303789 , -72.1884315",Nord
Dispenssaires Secours,node,hospital,HT,19.739205,-72.1858811,"19.739205 , -72.1858811",Nord
Dispensaire Diference plus,node,hospital,HT,19.7245942,-72.1887371,"19.7245942 , -72.1887371",Nord
Hopital de la convention de la baptiste d\'Haiti,node,hospital,HT,19.6985971,-72.1772946,"19.6985971 , -72.1772946",Nord
Centre de Sante Merlin Medical Relief Lasling Health Care,node,hospital,HT,19.7345168,-72.2208441,"19.7345168 , -72.2208441",Nord
Hospital de secours des Gonaives,node,hospital,HT,19.4748057,-72.6663649,"19.4748057 , -72.6663649",Artibonite
AMIMED Laboratoire de Biologie Médicale et Pharmacie,node,hospital,HT,19.6654455,-71.8398701,"19.6654455 , -71.8398701",Nord-Est
Centre de sante Porte ouverte,node,hospital,HT,19.6335293,-72.1461193,"19.6335293 , -72.1461193",Nord
Centre de Santé Saint-Charles,node,hospital,HT,19.6710831,-72.1223297,"19.6710831 , -72.1223297",Nord
Mama baby haiti centre d´accouchement,node,hospital,HT,19.7112922,-72.2746018,"19.7112922 , -72.2746018",Nord
OFATMA Direction Départementale Nord-Est,node,hospital,HT,19.6601441,-71.8357213,"19.6601441 , -71.8357213",Nord-Est
Dispensaire d'Atraille,node,hospital,HT,19.7451581,-73.0181241,"19.7451581 , -73.0181241",Nord-Ouest
centre de sante de la hatte rocher,node,hospital,HT,19.4631605,-72.7068872,"19.4631605 , -72.7068872",Artibonite
Dispensaire de Caracol,node,hospital,HT,19.6924306,-72.018127,"19.6924306 , -72.018127",Nord-Est
Dispensaire Saint Louis de Quartier-Morin,node,hospital,HT,19.6976465,-72.1564751,"19.6976465 , -72.1564751",Nord
Hôpital Christ du Nord (Dash),node,hospital,HT,19.7614801,-72.2024939,"19.7614801 , -72.2024939",Nord
Centre De Sante de Sainte Suzanne,node,hospital,HT,19.5835642,-72.0892426,"19.5835642 , -72.0892426",Nord-Est
Dispensaire Notre Dame de Lourdes,node,hospital,HT,19.5869417,-72.0877401,"19.5869417 , -72.0877401",Nord-Est
Dispensaire de cacheman,node,hospital,HT,19.6153721,-72.0649958,"19.6153721 , -72.0649958",Nord-Est
Hopital de Robillard,node,hospital,HT,19.6136693,-72.2589703,"19.6136693 , -72.2589703",Nord
Dispensaire de Jacquesyl,node,hospital,HT,19.6846977,-71.9921351,"19.6846977 , -71.9921351",Nord-Est
Sama Lunettrie,node,hospital,HT,19.7607077,-72.1984141,"19.7607077 , -72.1984141",Nord
Hôpital Saint Luc,node,hospital,HT,18.5714338,-72.2512781,"18.5714338 , -72.2512781",Ouest
unknown name,node,hospital,HT,19.7999032,-73.2559721,"19.7999032 , -73.2559721",Nord-Ouest
Hopital SODEC,node,hospital,HT,18.5337828,-72.3243342,"18.5337828 , -72.3243342",Ouest
Clinique Esperance et Vie,node,hospital,HT,19.6417174,-71.9550893,"19.6417174 , -71.9550893",Nord-Est
Lacidras,node,hospital,HT,19.2879789,-72.3632929,"19.2879789 , -72.3632929",Artibonite
unknown name,node,hospital,HT,19.7616081,-72.2007589,"19.7616081 , -72.2007589",Nord
unknown name,node,hospital,HT,18.5893458,-72.3141201,"18.5893458 , -72.3141201",Ouest
unknown name,node,hospital,HT,19.2436574,-72.7747726,"19.2436574 , -72.7747726",Artibonite
unknown name,node,hospital,HT,18.5311413,-72.3632693,"18.5311413 , -72.3632693",Ouest
Clinic Dr jean paul,node,hospital,HT,19.0460812,-72.4686523,"19.0460812 , -72.4686523",Artibonite
unknown name,node,hospital,HT,18.519981,-72.3595687,"18.519981 , -72.3595687",Ouest
Centre de Santé de Villard,node,hospital,HT,19.2030966,-72.5962794,"19.2030966 , -72.5962794",Artibonite
Maternité de Pétion-Ville,node,hospital,HT,18.5140408,-72.2808975,"18.5140408 , -72.2808975",Ouest
Hôpital Notre Dame de Petit Goâve,node,hospital,HT,18.4338629,-72.8646708,"18.4338629 , -72.8646708",Ouest
unknown name,node,hospital,HT,19.8074021,-72.9822437,"19.8074021 , -72.9822437",Nord-Ouest
Centre de sante Mission Chretienne Haiti,node,hospital,HT,19.810352,-72.9799088,"19.810352 , -72.9799088",Nord-Ouest
Centre de Sante Communautaire de Tente,node,hospital,HT,19.7178026,-72.9446955,"19.7178026 , -72.9446955",Artibonite
Centre de Traitement Cholera,node,hospital,HT,19.7177485,-72.9446267,"19.7177485 , -72.9446267",Artibonite
unknown name,node,hospital,HT,19.7599113,-72.1995023,"19.7599113 , -72.1995023",Nord
Dispensaire de Citerne Remy,node,hospital,HT,19.6781574,-73.2880738,"19.6781574 , -73.2880738",Nord-Ouest
Centre de Santé Saint Joseph,node,hospital,HT,19.4704158,-72.1161481,"19.4704158 , -72.1161481",Nord
Hopital St. Gabriel,node,hospital,HT,18.8339514,-71.9316027,"18.8339514 , -71.9316027",Centre
Centre de Santé Eben-Ezer,node,hospital,HT,19.6483804,-72.0194127,"19.6483804 , -72.0194127",Nord-Est
Tecima,node,hospital,HT,19.6599323,-72.0233527,"19.6599323 , -72.0233527",Nord-Est
Centre de Sante de Bertrand Petit Bourg,node,hospital,HT,19.8078922,-72.5725217,"19.8078922 , -72.5725217",Nord
Saint Jules Clinic,node,hospital,HT,19.8117237,-72.5732883,"19.8117237 , -72.5732883",Nord
Centre de Santé de Meillac,node,hospital,HT,19.6698626,-71.7559225,"19.6698626 , -71.7559225",Nord-Est
unknown name,node,hospital,HT,19.6160585,-71.7668821,"19.6160585 , -71.7668821",Nord-Est
Centre de Santé de Gros Cheval,node,hospital,HT,18.3389755,-71.8650654,"18.3389755 , -71.8650654",Ouest
Centre de Santé communautaire,node,hospital,HT,19.2213707,-71.9255851,"19.2213707 , -71.9255851",Centre
Centre de Santé de Cerca-Carvajal,node,hospital,HT,19.2705435,-71.9416348,"19.2705435 , -71.9416348",Centre
Centre de Santé de Cerca-la-Source,node,hospital,HT,19.1629914,-71.7898534,"19.1629914 , -71.7898534",Centre
Centre de Santé de Los Cacaos,node,hospital,HT,19.1237295,-71.6799044,"19.1237295 , -71.6799044",Centre
Centre de Santé de Los Palis,node,hospital,HT,19.1415952,-71.9400109,"19.1415952 , -71.9400109",Centre
Centre de Santé de Thomassique,node,hospital,HT,19.0866461,-71.8362088,"19.0866461 , -71.8362088",Centre
Centre de Santé de Tilory,node,hospital,HT,19.2325421,-71.683001,"19.2325421 , -71.683001",Centre
Dispensaire Ste Famille de Cerca-Carvajal,node,hospital,HT,19.2684699,-71.9396913,"19.2684699 , -71.9396913",Centre
Centre de Traitement du Choléra,node,hospital,HT,19.7767133,-72.9597282,"19.7767133 , -72.9597282",Nord-Ouest
Centre de santé communautaire,node,hospital,HT,18.2011265,-73.7535726,"18.2011265 , -73.7535726",Sud
Dispensaire de Dilaire,node,hospital,HT,19.5610987,-71.7810803,"19.5610987 , -71.7810803",Nord-Est
Annexe Evie Laboratoire D'analyses Medicales,node,hospital,HT,18.6444452,-72.2753609,"18.6444452 , -72.2753609",Ouest
Deomed Labora,node,hospital,HT,18.6458608,-72.2772313,"18.6458608 , -72.2772313",Ouest
Centre Materno Infantile et de récupération Nutritionnelle,node,hospital,HT,18.6536583,-72.2616582,"18.6536583 , -72.2616582",Ouest
Centre de Santé de Corail,node,hospital,HT,18.6562226,-72.2511716,"18.6562226 , -72.2511716",Ouest
Hopital Communautaire de Bon Repos,node,hospital,HT,18.6452364,-72.2762091,"18.6452364 , -72.2762091",Ouest
Clinic Espoir,node,hospital,HT,18.3534194,-72.9841324,"18.3534194 , -72.9841324",Ouest
unknown name,node,hospital,HT,18.6677919,-72.2476099,"18.6677919 , -72.2476099",Ouest
Centre Hospitalier,node,hospital,HT,18.6504967,-72.2711625,"18.6504967 , -72.2711625",Ouest
Hopital,node,hospital,HT,18.6479801,-72.2692029,"18.6479801 , -72.2692029",Ouest
DISPENSAIRE DE SARAZIN,node,hospital,HT,18.8006006,-72.0047921,"18.8006006 , -72.0047921",Centre
Centre Hospitalier Sainte-Marie,node,hospital,HT,18.5449575,-72.3351263,"18.5449575 , -72.3351263",Ouest
Hospital & Medical Supplies,node,hospital,HT,18.5337875,-72.3224588,"18.5337875 , -72.3224588",Ouest
Argentina Hospital,node,hospital,HT,18.5523459,-72.2471385,"18.5523459 , -72.2471385",Ouest
Centre de Santé de Marmelade,node,hospital,HT,19.5167515,-72.3601257,"19.5167515 , -72.3601257",Artibonite
Clinique Beaulieu,node,hospital,HT,18.5384474,-72.3394635,"18.5384474 , -72.3394635",Ouest
Hopital Cadette,node,hospital,HT,18.5603834,-74.259226,"18.5603834 , -74.259226",Grande'Anse
unknown name,node,hospital,HT,18.2477904,-72.5224058,"18.2477904 , -72.5224058",Sud-Est
Potential site for Dispensary SICARD,node,hospital,HT,18.4891315,-74.3724517,"18.4891315 , -74.3724517",Grande'Anse
Chirigie,node,hospital,HT,19.1137153,-72.6988413,"19.1137153 , -72.6988413",Artibonite
Maternité Hopital Saint-Nicolas,node,hospital,HT,19.1140444,-72.6986102,"19.1140444 , -72.6986102",Artibonite
HOPITAL SAINT AGNES DE BEAUMONT,node,hospital,HT,18.4714492,-73.94305,"18.4714492 , -73.94305",Grande'Anse
Centre de Santé de Lascahobas,node,hospital,HT,18.8306341,-71.9356468,"18.8306341 , -71.9356468",Centre
unknown name,node,hospital,HT,18.5922674,-72.3195416,"18.5922674 , -72.3195416",Ouest
Croix Rouge Haitienne,node,hospital,HT,19.1205715,-72.6969892,"19.1205715 , -72.6969892",Artibonite
Centre de Santé Port-à-Piment (MSF),node,hospital,HT,18.2547519,-74.0993944,"18.2547519 , -74.0993944",Sud
Asile de Sigueneau,node,hospital,HT,18.513872,-72.6080525,"18.513872 , -72.6080525",Ouest
Centre de Santé,node,hospital,HT,18.5121762,-72.3973033,"18.5121762 , -72.3973033",Ouest
Centre de Santé de Marmont,node,hospital,HT,19.061834,-71.9836235,"19.061834 , -71.9836235",Centre
Dispensaire Sainte Thérèse,node,hospital,HT,19.1377489,-72.0153272,"19.1377489 , -72.0153272",Centre
Clinique Grâce de Dieu de Saint Raphaël,node,hospital,HT,19.4257608,-72.2023416,"19.4257608 , -72.2023416",Nord
Centre Hospitalier,node,hospital,HT,18.5424193,-72.4429625,"18.5424193 , -72.4429625",Ouest
Sante de Santé de Tomonde,node,hospital,HT,19.0265182,-71.9689211,"19.0265182 , -71.9689211",Centre
unknown name,node,hospital,HT,18.8102385,-71.948942,"18.8102385 , -71.948942",Centre
Dispensaire Tozia,node,hospital,HT,18.4585341,-73.8740927,"18.4585341 , -73.8740927",Grande'Anse
unknown name,node,hospital,HT,18.517984,-72.3002314,"18.517984 , -72.3002314",Ouest
Centre de le Sante de la Cathedral,node,clinic,HT,18.5638737,-72.2776157,"18.5638737 , -72.2776157",Ouest
DP DE PONT SONDE,node,clinic,HT,19.1489067,-72.6169471,"19.1489067 , -72.6169471",Artibonite
Dispensaire Sainte Philomène,node,clinic,HT,19.7450571,-72.2106452,"19.7450571 , -72.2106452",Nord
CENTRE DE PORT-A-PIMENT,node,clinic,HT,18.2490093,-74.0979721,"18.2490093 , -74.0979721",Sud
Clinic Medical,node,clinic,HT,18.6146026,-72.3157201,"18.6146026 , -72.3157201",Ouest
Centre Materno Médical de Notre-Dame du Perpétuel Secours,node,clinic,HT,18.5386589,-72.3959746,"18.5386589 , -72.3959746",Ouest
Centre Macaya LIB,node,clinic,HT,18.4596161,-72.6357203,"18.4596161 , -72.6357203",Ouest
CENTRE MEDICAL DE LA PAIX DE GRESSIER,node,clinic,HT,18.5352345,-72.537902,"18.5352345 , -72.537902",Ouest
Clinique Médicale de la Vigne,node,clinic,HT,18.5371467,-72.3279204,"18.5371467 , -72.3279204",Ouest
Klinik Kay Timoun,node,clinic,HT,18.531103,-72.337299,"18.531103 , -72.337299",Ouest
unknown name,node,clinic,HT,18.5581494,-72.3214722,"18.5581494 , -72.3214722",Ouest
unknown name,node,clinic,HT,18.5591386,-72.315673,"18.5591386 , -72.315673",Ouest
unknown name,node,clinic,HT,18.5617196,-72.3153632,"18.5617196 , -72.3153632",Ouest
unknown name,node,clinic,HT,18.5620022,-72.3092267,"18.5620022 , -72.3092267",Ouest
UTC Le Vivant Clinique Materno Enfantine,node,clinic,HT,18.5792038,-72.2309436,"18.5792038 , -72.2309436",Ouest
unknown name,node,clinic,HT,18.2486862,-72.5214253,"18.2486862 , -72.5214253",Sud-Est
Medic plus clinique hospitaliere,node,clinic,HT,18.6051235,-72.2842824,"18.6051235 , -72.2842824",Ouest
